log,ErrorCode
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_TestimonialList has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/testimoniallist/vc-extensions-testimoniallist.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_HomeSlider has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/homeslider/vc-extensions-homeslider.php on line 3,1
[22-Oct-2019 10:22:24 UTC] PHP Notice:  The called constructor method for WP_Widget in LayerSlider_Widget is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:22:24 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Cart is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:22:24 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Products is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:22:24 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Layered_Nav is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:22:24 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Layered_Nav_Filters is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:22:24 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Price_Filter is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:22:24 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Product_Categories is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:22:24 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Product_Search is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:22:24 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Product_Tag_Cloud is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:22:24 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Recent_Reviews is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:22:24 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Recently_Viewed is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:22:24 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Top_Rated_Products is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
